,Nama_Produk,Lokasi,Tahun,Price,Wilayah,Merek,Model,Periode,Usia,Harga_Terkoreksi,Merek_encoded,Model_encoded
1966,Pajak Panjang - Toyota Agya 1.2 G TRD Sportivo Bensin-MT 2018 (FBB),"Pulo Gadung, Jakarta Timur",2018,106000000,Jakarta Timur,Toyota,Agya,2018-2022,7,50699471,10,17
1967,DP Rendah - Nissan Serena 2.0 Highway Star Panoramic-AT 2016 (SKN),"Pulo Gadung, Jakarta Timur",2016,170000000,Jakarta Timur,Nissan,Serena,2013-2017,9,65861483,8,130
1968,[OLXMOBBI] Low Angs Toyota Sienta 1.5 V Bensin-MT 2017 TVV,"Pulo Gadung, Jakarta Timur",2017,137000000,Jakarta Timur,Toyota,Sienta,2013-2017,8,58974008,10,131
1969,MITSUBISHI PAJERO DAKAR 2023 2.4 AT DIESEL SUNROOF PAJAK PANJANG #F2ST,"Ciputat Timur, Tangerang Selatan Kota",2023,525000000,Tangerang Selatan Kota,Mitsubishi,Mitsubishi,2023-2027,2,425250000,7,112
1970,TOYOTA CAMRY 2.5 V AT Facelift 2015 HITAM LOW KM ISTIMEWA SIAP PAKAI,"Ciputat Timur, Tangerang Selatan Kota",2015,198000000,Tangerang Selatan Kota,Toyota,Toyota,2013-2017,10,69038331,10,148
1971,Toyota Kijang Innova Zenix 2.0L Q HV Modelista TSS AT Hitam 2024,"Ciputat, Tangerang Selatan Kota",2024,539000000,Tangerang Selatan Kota,Toyota,Kijang,2023-2027,1,485100000,10,98
1972,Termurah Honda Hrv E AT 2021 abu-abu,"Ciputat, Tangerang Selatan Kota",2021,228000000,Tangerang Selatan Kota,Honda,Hrv,2018-2022,4,149590800,2,86
1973,"Toyota RAIZE GR Sport 2023 AT 1.0, Low Km, Pajak Panjang","Serpong, Tangerang Selatan Kota",2023,210000000,Tangerang Selatan Kota,Toyota,Raize,2023-2027,2,170100000,10,122
1974,Termurah Hyundai Creta Prime 1.5 AT 2022,"Ciputat, Tangerang Selatan Kota",2022,275000000,Tangerang Selatan Kota,Hyundai,Creta,2018-2022,3,200475000,3,48
1975,[ PAJAK PANJANG ] Toyota Kijang Innova Venturer 2.4 Diesel AT 2021,"Pondok Aren, Tangerang Selatan Kota",2021,440000000,Tangerang Selatan Kota,Toyota,Kijang,2018-2022,4,288684000,10,98
1976,BMW X1 F48 Facelift LCI  sDrive18i xLine 2019 /2020,"Serpong, Tangerang Selatan Kota",2020,455000000,Tangerang Selatan Kota,BMW,X1,2018-2022,5,268672950,0,158
1977,[OLXMOBBI] Low Angs Honda Civic 1.5 ES Bensin-AT 2016 KAC,"Pulo Gadung, Jakarta Timur",2016,285000000,Jakarta Timur,Honda,Civic,2013-2017,9,110414839,2,40
1978,[OLXMOBBI] Low Angs Toyota Yaris 1.5 E Bensin-AT 2016 ZKC,"Pulo Gadung, Jakarta Timur",2016,144000000,Jakarta Timur,Toyota,Yaris,2013-2017,9,55788550,10,169
1979,[OLXMOBBI] Low Angs Toyota Agya 1.0 TRD Sportivo Bensin-AT 2016 UII,"Pulo Gadung, Jakarta Timur",2016,103000000,Jakarta Timur,Toyota,Agya,2013-2017,9,39904310,10,17
1980,[OLXMOBBI] Low Angs Suzuki Swift 1.4 GX Bensin-MT 2013 TBF,"Pulo Gadung, Jakarta Timur",2013,89000000,Jakarta Timur,Suzuki,Swift,2013-2017,12,25136229,9,143
1981,BMW 330i G20  MSport B48 2021,"Serpong, Tangerang Selatan Kota",2021,645000000,Tangerang Selatan Kota,BMW,330I,2018-2022,4,423184500,0,7
1982,TOYOTA ALPHARD 2.5 G TSS 2021 MATIC,"Pondok Aren, Tangerang Selatan Kota",2021,894000000,Tangerang Selatan Kota,Toyota,Toyota,2018-2022,4,586553400,10,148
1983,Honda CR-V 2017 Bensin,"Serpong, Tangerang Selatan Kota",2017,267000000,Tangerang Selatan Kota,Honda,Cr-V,2013-2017,8,114934745,2,47
1984,Mercedes Benz GLS450 AMG NIK 2021/ 2022 KM 5rb ANTIK Mercy GLS 450 GLS,"Pondok Aren, Tangerang Selatan Kota",2022,1680000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,3,1224720000,6,27
1985,HYUNDAI STARGAZER PRIME A/T 2022,"Serpong, Tangerang Selatan Kota",2022,209000000,Tangerang Selatan Kota,Hyundai,Hyundai,2018-2022,3,152361000,3,88
1986,Mitsubishi pajero sport dakar 2023 nik 2022,"Pondok Aren, Tangerang Selatan Kota",2022,485000000,Tangerang Selatan Kota,Mitsubishi,Pajero,2018-2022,3,353565000,7,119
1987,BMW 330i M Sport LCI 2023 / 2024 KM 5rb ANTIK BMW 330,"Pondok Aren, Tangerang Selatan Kota",2023,845000000,Tangerang Selatan Kota,BMW,330I,2023-2027,2,684450000,0,7
1988,[OLXMOBBI] Low Angs Daihatsu Terios 1.5 R Deluxe Bensin-AT 2022 DES,"Pulo Gadung, Jakarta Timur",2022,219000000,Jakarta Timur,Daihatsu,Terios,2018-2022,3,159651000,1,145
1989,[OLXMOBBI] Low Angs Honda Mobilio 1.5 E Bensin-AT 2017 COR,"Pulo Gadung, Jakarta Timur",2017,148000000,Jakarta Timur,Honda,Mobilio,2013-2017,8,63709147,2,113
1990,[OLXMOBBI] Low Angs Nissan March 1.2 L Bensin-AT 2015 FRF,"Pulo Gadung, Jakarta Timur",2015,86000000,Jakarta Timur,Nissan,March,2013-2017,10,29986346,8,107
1991,[OLXMOBBI] Low Angs Toyota Vios 1.5 G TRD Sportivo Bensin-MT 2015 TAG,"Pulo Gadung, Jakarta Timur",2015,124000000,Jakarta Timur,Toyota,Vios,2013-2017,10,43236127,10,153
1992,[KM 8RB] Mercedes Benz Mercy CLA 200 AMG Line AT Kuning 2022/2023,"Pondok Aren, Tangerang Selatan Kota",2022,755000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,3,550395000,6,27
1993,Nissan X-Trail 2010 Bensin,"Ciputat Timur, Tangerang Selatan Kota",2010,100000000,Tangerang Selatan Kota,Nissan,Xtrail,2008-2012,15,20589113,8,168
1994,[Mobil Baru] Promo Mobil Suzuki Jimny 5D,"Serpong, Tangerang Selatan Kota",2025,484400000,Tangerang Selatan Kota,Suzuki,Jimny,2023-2027,0,484400000,9,94
1995,Mercy CLS350 AMG 2019/ 2020 KM 19rb ANTIK Mercedes Benz CLS350 CLS 350,"Pondok Aren, Tangerang Selatan Kota",2019,980000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,6,520812180,6,27
1996,Mercy C300 AMG 2020 KM 23rb ANTIK Mercedes Benz C300 C 300,"Pondok Aren, Tangerang Selatan Kota",2020,625000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,5,369056250,6,27
1997,Daihatsu Zebra 1991 Bensin,"Serpong, Tangerang Selatan Kota",1991,10000000,Tangerang Selatan Kota,Daihatsu,Zebra,1988-1992,34,278128,1,171
1998,Nissan Livina 2022 Bensin,"Serpong, Tangerang Selatan Kota",2022,219900000,Tangerang Selatan Kota,Nissan,Livina,2018-2022,3,160307100,8,103
1999,HYUNDAI STARGAZER PRIME A/T 2022,"Serpong, Tangerang Selatan Kota",2022,195000000,Tangerang Selatan Kota,Hyundai,Hyundai,2018-2022,3,142155000,3,88
2000,[LOW KM 24RB] Nissan Magnite Premium 1.0 Turbo CVT AT Merah 2021/2022,"Pondok Aren, Tangerang Selatan Kota",2021,179000000,Tangerang Selatan Kota,Nissan,Magnite,2018-2022,4,117441900,8,106
2001,[OLXMOBBI] Low Angs Toyota Rush 1.5 G Bensin-MT 2015 SFG,"Pulo Gadung, Jakarta Timur",2015,144000000,Jakarta Timur,Toyota,Rush,2013-2017,10,50209695,10,124
2002,[OLXMOBBI] Low Angs Suzuki Ertiga 1.5 GA Bensin-MT 2023 HOU,"Pulo Gadung, Jakarta Timur",2023,196000000,Jakarta Timur,Suzuki,Ertiga,2023-2027,2,158760000,9,66
2003,[OLXMOBBI] Low Angs Honda CR-V 2.4 RS Bensin-AT 2015 VCY,"Pulo Gadung, Jakarta Timur",2015,258000000,Jakarta Timur,Honda,Cr-V,2013-2017,10,89959038,2,47
2004,[OLXMOBBI] Low Angs Mazda CX-5 2.5 Touring Bensin-AT 2013 SBT,"Pulo Gadung, Jakarta Timur",2013,164000000,Jakarta Timur,Mazda,Cx-5,2013-2017,12,46318444,5,52
2005,(KM 41 RIBU) Toyota Voxy A/T Hitam 2019 SANGAT TERAWAT,"Pondok Aren, Tangerang Selatan Kota",2019,335000000,Tangerang Selatan Kota,Toyota,Voxy,2018-2022,6,178032735,10,154
2006,Toyota Land Cruiser VX200 UK Version AT 4x4 V8 4.5 Diesel Black 2011,"Pondok Aren, Tangerang Selatan Kota",2011,821000000,Tangerang Selatan Kota,Toyota,Land,2008-2012,14,187818466,10,100
2007,[KM 11RB] Toyota Innova Zenix 2.0L Q Hybrid CVT Modelista TSS AT 2024,"Serpong, Tangerang Selatan Kota",2024,534000000,Tangerang Selatan Kota,Toyota,Innova,2023-2027,1,480600000,10,90
2008,MITSUBISHI XPANDER ULTIMATE A/T 2019,"Serpong, Tangerang Selatan Kota",2019,195000000,Tangerang Selatan Kota,Mitsubishi,Mitsubishi,2018-2022,6,103630995,7,112
2009,MITSUBISHI XPANDER ULTIMATE A/T 2018,"Serpong, Tangerang Selatan Kota",2018,190000000,Tangerang Selatan Kota,Mitsubishi,Mitsubishi,2018-2022,7,90876411,7,112
2010,BMW 328i  F30 Luxury 2014 / 2015,"Serpong, Tangerang Selatan Kota",2015,310000000,Tangerang Selatan Kota,BMW,328I,2013-2017,10,108090316,0,6
2011,Toyota Sienta Q 1.5 CVT 2016 Hitam Metalik,"Pondok Aren, Tangerang Selatan Kota",2016,168000000,Tangerang Selatan Kota,Toyota,Sienta,2013-2017,9,65086642,10,131
2012,SUZUKI XL 7 ALPHA HYBRID A/T 2023,"Serpong, Tangerang Selatan Kota",2023,235000000,Tangerang Selatan Kota,Suzuki,Suzuki,2023-2027,2,190350000,9,142
2013,BMW M3 Competition Touring G81 xDrive 2023 / 2024,"Serpong, Tangerang Selatan Kota",2024,2199000000,Tangerang Selatan Kota,BMW,M3,2023-2027,1,1979100000,0,105
2014,[ LOW KM ] Honda HRV HR V 1.8 Prestige RS Sunroof AT Merah 2015/2016,"Pondok Aren, Tangerang Selatan Kota",2015,209000000,Tangerang Selatan Kota,Honda,Hrv,2013-2017,10,72873794,2,86
2015,Honda HR-V 1.5 E Special Edition Bensin-AT 2019 Abu KYE,"Pulo Gadung, Jakarta Timur",2019,237000000,Jakarta Timur,Honda,Hr-V,2018-2022,6,125951517,2,85
2016,[OLXMOBBI] Low Angs Honda CR-V 2.4 Prestige Bensin-AT 2016 7YK,"Pulo Gadung, Jakarta Timur",2016,251000000,Jakarta Timur,Honda,Cr-V,2013-2017,9,97242543,2,47
2017,[OLXMOBBI] Low Angs Daihatsu Ayla 1.0 X Bensin-AT 2022 KIC,"Pulo Gadung, Jakarta Timur",2022,122000000,Jakarta Timur,Daihatsu,Ayla,2018-2022,3,88938000,1,25
2018,[OLXMOBBI] Low Angs Daihatsu Sigra 1.2 R Bensin-MT 2018 BZQ,"Pulo Gadung, Jakarta Timur",2018,114000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,7,54525847,1,132
2019,HONDA BRIO E SATYA MT 2021,"Serpong, Tangerang Selatan Kota",2021,140000000,Tangerang Selatan Kota,Honda,Honda,2018-2022,4,91854000,2,84
2020,TOYOTA ALPHARD G 2019 ATPM SUNROOF & PILOT SEAT KM.40RB PJK PJG #F2ST,"Pondok Aren, Tangerang Selatan Kota",2019,770000000,Tangerang Selatan Kota,Toyota,Toyota,2018-2022,6,409209570,10,148
2021,Mitsubishi Expander Cross Hitam 2022 Tdp Menarik Ori Murmer Bu Baru Ok,"Serpong, Tangerang Selatan Kota",2022,247500000,Tangerang Selatan Kota,Mitsubishi,Xpander,2018-2022,3,180427500,7,167
2022,[ WARRANTY ] Honda CRV CR-V CR V 2.4 Non Prestige AT Hitam 2016/2017,"Pondok Aren, Tangerang Selatan Kota",2016,193000000,Tangerang Selatan Kota,Honda,Crv,2013-2017,9,74772154,2,49
2023,Mercedes Benz A35 AMG 2021/ 2022 KM 7rb ANTIK Mercy A35 A 35 A200,"Pondok Aren, Tangerang Selatan Kota",2021,670000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,4,439587000,6,27
2024,BMW 520i M Sport 2023/ 2024 KM 5rb ANTIK BMW 520 BMW 520i,"Pondok Aren, Tangerang Selatan Kota",2023,795000000,Tangerang Selatan Kota,BMW,520I,2023-2027,2,643950000,0,8
2025,Daihatsu Sigra 2020 Bensin,"Serpong, Tangerang Selatan Kota",2020,100000000,Tangerang Selatan Kota,Daihatsu,Sigra,2018-2022,5,59049000,1,132
2026,SUZUKI ERTIGA GX HYBRID A/T2023,"Serpong, Tangerang Selatan Kota",2023,215000000,Tangerang Selatan Kota,Suzuki,Suzuki,2023-2027,2,174150000,9,142
2027,Mercedes Benz GLA200 H247 MBUX 2020 / 2021,"Serpong, Tangerang Selatan Kota",2021,495000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,4,324769500,6,27
2028,[OLXMOBBI] Low Angs Toyota Yaris 1.5 G Bensin-AT 2016 WYF,"Pulo Gadung, Jakarta Timur",2016,146000000,Jakarta Timur,Toyota,Yaris,2013-2017,9,56563391,10,169
2029,[OLXMOBBI] Low Angs Suzuki APV Arena 1.5 GL Bensin-MT 2021 FAM,"Kramat Jati, Jakarta Timur",2021,170000000,Jakarta Timur,Suzuki,Apv,2018-2022,4,111537000,9,23
2030,[OLXMOBBI] Nissan Serena 2.0 Highway Star Panoramic-AT 2016 SKN,"Kramat Jati, Jakarta Timur",2016,184000000,Jakarta Timur,Nissan,Serena,2013-2017,9,71285370,8,130
2031,[OLXMOBBI] Low Angs Toyota Agya 1.2 G TRD Sportivo Bensin-MT 2018 FBB,"Kramat Jati, Jakarta Timur",2018,103000000,Jakarta Timur,Toyota,Agya,2018-2022,7,49264581,10,17
2032,[TANGAN PERTAMA] Hyundai Creta 1.5L Trend IVT AT Putih 2022/2023,"Pondok Aren, Tangerang Selatan Kota",2022,225000000,Tangerang Selatan Kota,Hyundai,Creta,2018-2022,3,164025000,3,48
2033,Toyota Alphard 2021 Bensin,"Pondok Aren, Tangerang Selatan Kota",2021,935000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,4,613453500,10,21
2034,Hyundai Creta 2024 Bensin,"Ciputat Timur, Tangerang Selatan Kota",2024,359000000,Tangerang Selatan Kota,Hyundai,Creta,2023-2027,1,323100000,3,48
2035,SUZUKI ERTIGA GL M/T 2018,"Serpong, Tangerang Selatan Kota",2018,129000000,Tangerang Selatan Kota,Suzuki,Suzuki,2018-2022,7,61700300,9,142
2036,Mercedes-Benz GLA-Class 2023 Hybrid,"Pondok Aren, Tangerang Selatan Kota",2023,959000000,Tangerang Selatan Kota,Mercedes,-Benz,2023-2027,2,776790000,6,1
2037,[OLXMOBBI] Low Angs Honda BR-V 1.5 S Bensin-MT 2019 9JR,"Kramat Jati, Jakarta Timur",2019,161000000,Jakarta Timur,Honda,Br-V,2018-2022,6,85562001,2,30
2038,[OLXMOBBI] Low Angs Daihatsu Rocky 1.2 X Bensin-MT 2024 FBN,"Kramat Jati, Jakarta Timur",2024,169000000,Jakarta Timur,Daihatsu,Rocky,2023-2027,1,152100000,1,123
2039,[OLXMOBBI] Toyota Rush 1.5 TRD Sportivo Ultimo Bensin-AT 2016 ABK,"Kramat Jati, Jakarta Timur",2016,160000000,Jakarta Timur,Toyota,Rush,2013-2017,9,61987278,10,124
2040,[OLXMOBBI] Low Angs Wuling Cortez 1.8 C Luxury Plus-AT 2018 BZS,"Kramat Jati, Jakarta Timur",2018,147000000,Jakarta Timur,Wuling,Cortez,2018-2022,7,70309644,11,46
2041,[LOW KM] Hyundai Ioniq 5 Long Range Signature EV AT Putih 2023/2024,"Pondok Aren, Tangerang Selatan Kota",2023,533000000,Tangerang Selatan Kota,Hyundai,Ioniq,2023-2027,2,431730000,3,91
2042,[11 SEATER] Kia Grand Carnival Premiere 2.2 Diesel AT Putih 2021/2022,"Pondok Aren, Tangerang Selatan Kota",2021,567000000,Tangerang Selatan Kota,Kia,Grand,2018-2022,4,372008700,4,78
2043,Hyundai Creta 2024 Bensin,"Ciputat Timur, Tangerang Selatan Kota",2024,362600000,Tangerang Selatan Kota,Hyundai,Creta,2023-2027,1,326340000,3,48
2044,SUZUKI XL 7 BETA HYBRID A/T 2023,"Serpong, Tangerang Selatan Kota",2023,229500000,Tangerang Selatan Kota,Suzuki,Suzuki,2023-2027,2,185895000,9,142
2045,Dijual cash Suzuki Carry Pickup AC PS 2022,"Serpong, Tangerang Selatan Kota",2022,119000000,Tangerang Selatan Kota,Suzuki,Carry,2018-2022,3,86751000,9,36
2046,[OLXMOBBI] Low Angs Toyota Agya 1.0 G TRD Sportivo Bensin-MT 2017 VKR,"Kramat Jati, Jakarta Timur",2017,96000000,Jakarta Timur,Toyota,Agya,2013-2017,8,41324852,10,17
2047,[OLXMOBBI] Low Angs Daihatsu Ayla 1.0 X Bensin-MT 2022 4UQ,"Kramat Jati, Jakarta Timur",2022,96000000,Jakarta Timur,Daihatsu,Ayla,2018-2022,3,69984000,1,25
2048,[OLXMOBBI] Low Angs Toyota Avanza 1.3 Veloz Bensin-MT 2021 4BU,"Kramat Jati, Jakarta Timur",2021,181000000,Jakarta Timur,Toyota,Avanza,2018-2022,4,118754100,10,24
2049,[OLXMOBBI] Low Angs Toyota Raize 1.0 G One Tone Bensin-MT 2021 TRV,"Kramat Jati, Jakarta Timur",2021,176000000,Jakarta Timur,Toyota,Raize,2018-2022,4,115473600,10,122
2050,TOYOTA YARIS TRD SPORTIVO 2021 Bensin,"Pondok Aren, Tangerang Selatan Kota",2021,222000000,Tangerang Selatan Kota,Toyota,Toyota,2018-2022,4,145654200,10,148
2051,Wuling Air EV Long Range Putih 2022 Tdp Murmer Ori Menarik Bu Antik,"Serpong, Tangerang Selatan Kota",2022,145000000,Tangerang Selatan Kota,Wuling,Air,2018-2022,3,105705000,11,18
2052,TOYOTA LAND CRUISER PRADO 2010 2.7 AT 4×4 SUNROOF & PAJAK PANJANG #F2S,"Ciputat Timur, Tangerang Selatan Kota",2010,455000000,Tangerang Selatan Kota,Toyota,Toyota,2008-2012,15,93680465,10,148
2053,MITSUBISHI PAJERO SPORT DAKAR 2.4L 2022,"Pondok Aren, Tangerang Selatan Kota",2022,450000000,Tangerang Selatan Kota,Mitsubishi,Mitsubishi,2018-2022,3,328050000,7,112
2054,Honda Freed SD A/T 2013 Facelift AC Double,"Serpong, Tangerang Selatan Kota",2013,130000000,Tangerang Selatan Kota,Honda,Freed,2013-2017,12,36715840,2,75
2055,Best Deal !! BMW 330i Sport Facelift LCI 2019 (F30),"Pondok Aren, Tangerang Selatan Kota",2019,468000000,Tangerang Selatan Kota,BMW,330I,2018-2022,6,248714388,0,7
2056,Mercedes Benz GLA200 AMG “Edition 50” 2017,"Pondok Aren, Tangerang Selatan Kota",2017,369000000,Tangerang Selatan Kota,Mercedes,Benz,2013-2017,8,158842400,6,27
2057,Toyota Alphard 2.5 G ATPM 2016,"Pondok Aren, Tangerang Selatan Kota",2016,495000000,Tangerang Selatan Kota,Toyota,Alphard,2013-2017,9,191773142,10,21
2058,New BMW X5 G05 xDrive40i xLine 2019,"Pondok Aren, Tangerang Selatan Kota",2019,789000000,Tangerang Selatan Kota,BMW,X5,2018-2022,6,419306949,0,161
2059,BMW X5 xDrive35i xLine 2016,"Pondok Aren, Tangerang Selatan Kota",2016,405000000,Tangerang Selatan Kota,BMW,X5,2013-2017,9,156905298,0,161
2060,[OLXMOBBI] Low Angs Honda Civic Hatchback 1.5 S Bensin-AT 2018 KMW,"Kramat Jati, Jakarta Timur",2018,336000000,Jakarta Timur,Honda,Civic,2018-2022,7,160707758,2,40
2061,[OLXMOBBI] Low Angs Daihatsu Xenia 1.5 R Deluxe Bensin-MT 2021 SRZ,"Kramat Jati, Jakarta Timur",2021,176000000,Jakarta Timur,Daihatsu,Xenia,2018-2022,4,115473600,1,164
2062,[OLXMOBBI] Low Angs Mazda Biante 2.0 Skyactiv-AT 2015 NTE,"Kramat Jati, Jakarta Timur",2015,153000000,Jakarta Timur,Mazda,Biante,2013-2017,10,53347801,5,28
2063,[OLXMOBBI] Low Angs Daihatsu Xenia 1.3 R Deluxe Bensin-AT 2015 4LU,"Kramat Jati, Jakarta Timur",2015,111000000,Jakarta Timur,Daihatsu,Xenia,2013-2017,10,38703307,1,164
2064,Hyundai Palisade Signature Tahun 2021 Automatic Hitam,"Serpong, Tangerang Selatan Kota",2021,599000000,Tangerang Selatan Kota,Hyundai,Palisade,2018-2022,4,393003900,3,120
2065,[TANGAN PERTAMA] Honda City 1.5 HB RS AT Silver 2022/2023,"Pondok Aren, Tangerang Selatan Kota",2022,229000000,Tangerang Selatan Kota,Honda,City,2018-2022,3,166941000,2,39
2066,(KM 30 RB) Toyota Camry V 2.5 Facelift Hitam 2018 LAST EDITION ANTIK,"Pondok Aren, Tangerang Selatan Kota",2018,285000000,Tangerang Selatan Kota,Toyota,Camry,2018-2022,7,136314617,10,34
2067,Cash Wuling Cortez matic 2018,"Serpong, Tangerang Selatan Kota",2018,103000000,Tangerang Selatan Kota,Wuling,Cortez,2018-2022,7,49264581,11,46
2068,TOYOTA INNOVA ZENIX Q HYBRID MODELLISTA TSS 2024 / 2023 KM.19RB #F2ST,"Ciputat Timur, Tangerang Selatan Kota",2023,539000000,Tangerang Selatan Kota,Toyota,Toyota,2023-2027,2,436590000,10,148
2069,TOYOTA VELLFIRE G ATPM 2019 2.5 PILOT SEAT SUNROOF KM.82RB PJK PJG#F2S,"Pondok Aren, Tangerang Selatan Kota",2019,725000000,Tangerang Selatan Kota,Toyota,Toyota,2018-2022,6,385294725,10,148
2070,Hyundai Palisade Signature 2023/ 2024 KM 3rb ANTIK,"Pondok Aren, Tangerang Selatan Kota",2023,830000000,Tangerang Selatan Kota,Hyundai,Palisade,2023-2027,2,672300000,3,120
2071,Toyota Land Cruiser VXR 2019/ 2020 KM 30rb ANTIK Toyota LC200 LC 200,"Pondok Aren, Tangerang Selatan Kota",2019,1790000000,Tangerang Selatan Kota,Toyota,Land,2018-2022,6,951279390,10,100
2072,Mercedes Benz GLC200 AMG 2021/ 2022 KM 27rb ANTIK Mercy GLC200 GLC 200,"Pondok Aren, Tangerang Selatan Kota",2021,755000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,4,495355500,6,27
2073,[OLXMOBBI] Low Angs Daihatsu Sirion 1.3 Bensin-MT 2018 CYK,"Pulo Gadung, Jakarta Timur",2018,124000000,Jakarta Timur,Daihatsu,Sirion,2018-2022,7,59308816,1,133
2074,[OLXMOBBI] Low Angs Honda Brio 1.2 RS Bensin-AT 2020 SRA,"Kramat Jati, Jakarta Timur",2020,175000000,Jakarta Timur,Honda,Brio,2018-2022,5,103335750,2,31
2075,[OLXMOBBI] Low Angs Daihatsu Sigra 1.2 R Bensin-MT 2022 RKW,"Pulo Gadung, Jakarta Timur",2022,129000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,3,94041000,1,132
2076,[OLXMOBBI] DP Rendah Toyota Sienta 1.5 G Bensin-AT 2018 ESYSTS,"Kramat Jati, Jakarta Timur",2018,153000000,Jakarta Timur,Toyota,Sienta,2018-2022,7,73179426,10,131
2077,(KM 30 RB) Mitsubishi XPANDER CROSS Premium Facelift 2022 LIKE NEW,"Pondok Aren, Tangerang Selatan Kota",2022,260000000,Tangerang Selatan Kota,Mitsubishi,Xpander,2018-2022,3,189540000,7,167
2078,Kia Seltos 2023 Listrik,"Pondok Aren, Tangerang Selatan Kota",2023,775000000,Tangerang Selatan Kota,Kia,Seltos,2023-2027,2,627750000,4,129
2079,Mercedes Benz GLE450 AMG 2021/ 2022 KM 19rb ANTIK Mercy GLE450 GLE 450,"Pondok Aren, Tangerang Selatan Kota",2022,1130000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,3,823770000,6,27
2080,BMW X5 2022/ 2023 VACUUM DOOR KM 7rb ANTIK,"Pondok Aren, Tangerang Selatan Kota",2022,1110000000,Tangerang Selatan Kota,BMW,X5,2018-2022,3,809190000,0,161
2081,Toyota Land Cruiser 300 GR 2023/ 2024 KM 2rb ANTIK Toyota LC300 LC 300,"Pondok Aren, Tangerang Selatan Kota",2023,2195000000,Tangerang Selatan Kota,Toyota,Land,2023-2027,2,1777950000,10,100
2082,[OLXMOBBI] DP Rendah Daihatsu Xenia 1.5 R Deluxe Bensin-AT 2019 TSYSJS,"Kramat Jati, Jakarta Timur",2019,162000000,Jakarta Timur,Daihatsu,Xenia,2018-2022,6,86093442,1,164
2083,[OLXMOBBI] DP Rendah Daihatsu Sigra 1.2 R Bensin-AT 2022 USZSVS,"Kramat Jati, Jakarta Timur",2022,139000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,3,101331000,1,132
2084,[OLXMOBBI] DP Rendah Honda HR-V 1.5 S Bensin-AT 2021 8SDSWS,"Kramat Jati, Jakarta Timur",2021,266000000,Jakarta Timur,Honda,Hr-V,2018-2022,4,174522600,2,85
2085,[OLXMOBBI] DP Rendah Toyota Sienta 1.5 V Bensin-AT 2017 FSZSWS,"Kramat Jati, Jakarta Timur",2017,163000000,Jakarta Timur,Toyota,Sienta,2013-2017,8,70166155,10,131
2086,Toyota Hiace 2020 Diesel VIP Luxury By BAZE,"Ciputat, Tangerang Selatan Kota",2020,545000000,Tangerang Selatan Kota,Toyota,Hiace,2018-2022,5,321817050,10,82
2087,Nissan Extrail Low KM,"Pondok Aren, Tangerang Selatan Kota",2017,195000000,Tangerang Selatan Kota,Nissan,Xtrail,2013-2017,8,83941106,8,168
2088,"HONDA CITY RS HB 1.5AT 2022, HITAM","Ciputat, Tangerang Selatan Kota",2022,233000000,Tangerang Selatan Kota,Honda,Honda,2018-2022,3,169857000,2,84
2089,[OLXMOBBI] DP Rendah Honda HR-V 1.5 E Bensin-AT 2015 TSFSAS,"Kramat Jati, Jakarta Timur",2015,175000000,Jakarta Timur,Honda,Hr-V,2013-2017,10,61018727,2,85
2090,[OLXMOBBI] DP Rendah Nissan Livina 1.5 New VL Bensin-AT 2019 ESRSTS,"Kramat Jati, Jakarta Timur",2019,178000000,Jakarta Timur,Nissan,Livina,2018-2022,6,94596498,8,103
2091,[OLXMOBBI] Low Angs Toyota Sienta 1.5 V Bensin-AT 2017 BZH,"Pulo Gadung, Jakarta Timur",2017,173000000,Jakarta Timur,Toyota,Sienta,2013-2017,8,74470827,10,131
2092,[OLXMOBBI] DP Rendah Toyota Yaris 1.5 S Bensin-AT 2021 KSZSGS,"Kramat Jati, Jakarta Timur",2021,237000000,Jakarta Timur,Toyota,Yaris,2018-2022,4,155495700,10,169
2093,[LOW KM 13K] Honda CRV CR-V CR V 1.5 Turbo Hitam AT Facelift 2023/2024,"Pondok Aren, Tangerang Selatan Kota",2023,409000000,Tangerang Selatan Kota,Honda,Crv,2023-2027,2,331290000,2,49
2094,Toyota alphard 2.5 G TSS ATPM 2023,"Pondok Aren, Tangerang Selatan Kota",2023,975000000,Tangerang Selatan Kota,Toyota,Alphard,2023-2027,2,789750000,10,21
2095,(TDP 11 juta) Suzuki Baleno HB AT 2017 Putih,"Ciputat, Tangerang Selatan Kota",2017,148000000,Tangerang Selatan Kota,Suzuki,Baleno,2013-2017,8,63709147,9,26
2096,All New Mazda CX-5 Elite 2019,"Serpong, Tangerang Selatan Kota",2019,309000000,Tangerang Selatan Kota,Mazda,Cx-5,2018-2022,6,164215269,5,52
