,Nama_Produk,Lokasi,Tahun,Price,Wilayah,Merek,Model,Periode,Usia,Harga_Terkoreksi,Merek_encoded,Model_encoded
134,[OLXMOBBI] Low Angs Daihatsu Terios 1.5 R Deluxe Bensin-AT 2022 DES,"Pulo Gadung, Jakarta Timur",2022,219000000,Jakarta Timur,Daihatsu,Terios,2018-2022,3,159651000,1,145
135,[OLXMOBBI] Low Angs Honda Mobilio 1.5 E Bensin-AT 2017 COR,"Pulo Gadung, Jakarta Timur",2017,148000000,Jakarta Timur,Honda,Mobilio,2013-2017,8,63709147,2,113
136,Toyota Fortuner VRZ 2.8 GR Sport Kicksensor 2022 Like New Record,"Mampang Prapatan, Jakarta Selatan",2022,488000000,Jakarta Selatan,Toyota,Fortuner,2018-2022,3,355752000,10,74
137,RARE! BMW M3 Competition Touring G81 xDrive 2023 / 2024,"Cilandak, Jakarta Selatan",2023,2199000000,Jakarta Selatan,BMW,M3,2023-2027,2,1781190000,0,105
138,Toyota RAIZE GR SPORT TSS 1.0  AT 2021 Hitam Premium  B1572DFE,"Kebayoran Lama, Jakarta Selatan",2021,203000000,Jakarta Selatan,Toyota,Raize,2018-2022,4,133188300,10,122
139,Toyota Camry V 2.5 AT - Cash 345 JT NEGO - Kredit DP 10 JT AJA,"Mampang Prapatan, Jakarta Selatan",2019,335000000,Jakarta Selatan,Toyota,Camry,2018-2022,6,178032735,10,34
140,Mercedes Benz S450L Exclusive V222 2018 / 2019,"Kebayoran Baru, Jakarta Selatan",2019,830000000,Jakarta Selatan,Mercedes,Benz,2018-2022,6,441096030,6,27
141,"Mitsubishi Delica Royal 2015 – MPV Elegan, Siap Jelajah.","Kebon Jeruk, Jakarta Barat",2015,195000000,Jakarta Barat,Mitsubishi,Delica,2013-2017,10,67992296,7,61
142,Toyota Camry V 2.5 AT - Cash 220 JT NEGO - Kondisi Istimewa,"Kebayoran Baru, Jakarta Selatan",2015,200000000,Jakarta Selatan,Toyota,Camry,2013-2017,10,69735688,10,34
143,Daihatsu ROCKY R 1.0  AT 2022 Abu-abu Premium Condition - B2232KZV,"Kebayoran Lama, Jakarta Selatan",2022,189000000,Jakarta Selatan,Daihatsu,Rocky,2018-2022,3,137781000,1,123
144,Honda CRV 2.4 (non Prestige) Full Service Record Honda,"Cilandak, Jakarta Selatan",2016,191000000,Jakarta Selatan,Honda,Crv,2013-2017,9,73997313,2,49
145,MAZDA BIANTE AT 2013,"Kebayoran Lama, Jakarta Selatan",2013,130000000,Jakarta Selatan,Mazda,Mazda,2013-2017,12,36715840,5,109
146,[OLXMOBBI] Low Angs Nissan March 1.2 L Bensin-AT 2015 FRF,"Pulo Gadung, Jakarta Timur",2015,86000000,Jakarta Timur,Nissan,March,2013-2017,10,29986346,8,107
147,[OLXMOBBI] Low Angs Toyota Vios 1.5 G TRD Sportivo Bensin-MT 2015 TAG,"Pulo Gadung, Jakarta Timur",2015,124000000,Jakarta Timur,Toyota,Vios,2013-2017,10,43236127,10,153
148,[OLXMOBBI] Low Angs Toyota Rush 1.5 G Bensin-MT 2015 SFG,"Pulo Gadung, Jakarta Timur",2015,144000000,Jakarta Timur,Toyota,Rush,2013-2017,10,50209695,10,124
149,[OLXMOBBI] Low Angs Suzuki Ertiga 1.5 GA Bensin-MT 2023 HOU,"Pulo Gadung, Jakarta Timur",2023,196000000,Jakarta Timur,Suzuki,Ertiga,2023-2027,2,158760000,9,66
150,[Mobil Baru] Promo Hyundai Stargazer Clearance Sale,"Cilandak, Jakarta Selatan",2025,240000000,Jakarta Selatan,Hyundai,Stargazer,2023-2027,0,240000000,3,137
151,[SUNROOF] Mitsubishi Pajero 2.4 Sport Dakar 4x2 AT Putih 2021/2022,"Pancoran, Jakarta Selatan",2021,466000000,Jakarta Selatan,Mitsubishi,Pajero,2018-2022,4,305742600,7,119
152,( TDP 17 Juta ) Mitsubishi Delica 2015 AT Mewah Istimewa #CLD#,"Cilandak, Jakarta Selatan",2015,155000000,Jakarta Selatan,Mitsubishi,Delica,2013-2017,10,54045158,7,61
153,( TDP 17 Juta ) Mitsubishi Delica 2015 AT Mewah Istimewa #KBY#,"Kebayoran Lama, Jakarta Selatan",2015,155000000,Jakarta Selatan,Mitsubishi,Delica,2013-2017,10,54045158,7,61
154,Dijual MAZDA BIANTE 2.0L 6 AT Hitam Tahun 2016 Mulus Tangan 1,"Cilandak, Jakarta Selatan",2016,189000000,Jakarta Selatan,Mazda,Dijual,2013-2017,9,73222472,5,62
155,[PAJAK PANJANG ] Toyota HiACE Premio 2.8 12 Seater MT Silver 2023 2024,"Kebayoran Lama, Jakarta Selatan",2023,655000000,Jakarta Selatan,Toyota,Hiace,2023-2027,2,530550000,10,82
156,[TDP 0!] Mercy E250 Avantgarde 2015 E 250 AMG 2014 Mercedes Benz,"Pantai Indah Kapuk, Jakarta Utara",2015,285000000,Jakarta Utara,Mercedes,Benz,2013-2017,10,99373355,6,27
157,TOYOTA FORTUNER VRZ TRD 2.4 AT 2018/KM80RB/PAJAK 5-2026,"Kebayoran Baru, Jakarta Selatan",2018,390000000,Jakarta Selatan,Toyota,Toyota,2018-2022,7,186535791,10,148
158,[OLXMOBBI] Low Angs Honda CR-V 2.4 RS Bensin-AT 2015 VCY,"Pulo Gadung, Jakarta Timur",2015,258000000,Jakarta Timur,Honda,Cr-V,2013-2017,10,89959038,2,47
159,[OLXMOBBI] Low Angs Mazda CX-5 2.5 Touring Bensin-AT 2013 SBT,"Pulo Gadung, Jakarta Timur",2013,164000000,Jakarta Timur,Mazda,Cx-5,2013-2017,12,46318444,5,52
160,Honda HR-V 1.5 E Special Edition Bensin-AT 2019 Abu KYE,"Pulo Gadung, Jakarta Timur",2019,237000000,Jakarta Timur,Honda,Hr-V,2018-2022,6,125951517,2,85
161,[OLXMOBBI] Low Angs Honda CR-V 2.4 Prestige Bensin-AT 2016 7YK,"Pulo Gadung, Jakarta Timur",2016,251000000,Jakarta Timur,Honda,Cr-V,2013-2017,9,97242543,2,47
162,Toyota Alphrad Hitam 2020,"Kebayoran Baru, Jakarta Selatan",2020,795000000,Jakarta Selatan,Toyota,Alphard,2018-2022,5,469439550,10,21
163,Nissan Serena Hws Autech Panoramic Biru 2015 Tdp Murmer Ori Menarik Bu,"Serpong, Tangerang Selatan Kota",2015,156000000,Tangerang Selatan Kota,Nissan,Serena,2013-2017,10,54393837,8,130
164,[ LOW KM 17RB ] BMW 530i 530 i Opulence AT Black on Black 2022/2023,"Pasar Minggu, Jakarta Selatan",2022,815000000,Jakarta Selatan,BMW,530I,2018-2022,3,594135000,0,10
165,BMW X5 G05 xDrive40i xLine B58 2022,"Kebayoran Baru, Jakarta Selatan",2022,985000000,Jakarta Selatan,BMW,X5,2018-2022,3,718065000,0,161
166,[ LOW KM 11RB ] Mazda CX3 2.0 Pro Sunroof Abu 2021/2022,"Mampang Prapatan, Jakarta Selatan",2021,295000000,Jakarta Selatan,Mazda,Cx3,2018-2022,4,193549500,5,55
167,[LOW KM] Toyota Innova Zenix Q Hybrid Modelista 2023,"Kebayoran Baru, Jakarta Selatan",2023,479000000,Jakarta Selatan,Toyota,Innova,2023-2027,2,387990000,10,90
168,Mercedes Benz C200 CGI Tahun 2011 Automatic Abu abu Metalik,"Kebayoran Baru, Jakarta Selatan",2011,159000000,Jakarta Selatan,Mercedes,Benz,2008-2012,14,36374100,6,27
169,Toyota Voxy 2023 Putih LOW KM Perfect Condition,"Kebayoran Lama, Jakarta Selatan",2023,420000000,Jakarta Selatan,Toyota,Voxy,2023-2027,2,340200000,10,154
170,Daihatsu Sigra 1.2 R AT 2020,"Cilandak, Jakarta Selatan",2020,113000000,Jakarta Selatan,Daihatsu,Sigra,2018-2022,5,66725370,1,132
171,[Low Dp]Honda Mobilio 1.5 RS MPV AT 2016 Putih,"Kebayoran Lama, Jakarta Selatan",2016,129000000,Jakarta Selatan,Honda,Mobilio,2013-2017,9,49977243,2,113
172,BMW 318i 1996 Bensin,"Pesanggrahan, Jakarta Selatan",1996,49500000,Jakarta Selatan,BMW,318I,1993-1997,29,2331514,0,3
173,[OLXMOBBI] Low Angs Daihatsu Sigra 1.2 R Bensin-MT 2018 BZQ,"Pulo Gadung, Jakarta Timur",2018,114000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,7,54525847,1,132
174,[OLXMOBBI] Low Angs Toyota Yaris 1.5 G Bensin-AT 2016 WYF,"Pulo Gadung, Jakarta Timur",2016,146000000,Jakarta Timur,Toyota,Yaris,2013-2017,9,56563391,10,169
175,[OLXMOBBI] Low Angs Suzuki APV Arena 1.5 GL Bensin-MT 2021 FAM,"Kramat Jati, Jakarta Timur",2021,170000000,Jakarta Timur,Suzuki,Apv,2018-2022,4,111537000,9,23
176,[OLXMOBBI] Nissan Serena 2.0 Highway Star Panoramic-AT 2016 SKN,"Kramat Jati, Jakarta Timur",2016,184000000,Jakarta Timur,Nissan,Serena,2013-2017,9,71285370,8,130
177,Kia Seltos 2022 Bensin,"Kebayoran Baru, Jakarta Selatan",2022,265000000,Jakarta Selatan,Kia,Seltos,2018-2022,3,193185000,4,129
178,HONDA CRV PRESTIGE 1.5 AT TURBO 2017 HITAM LOW KM 56RBAN ASLI,"Kebayoran Baru, Jakarta Selatan",2017,325000000,Jakarta Selatan,Honda,Honda,2013-2017,8,139901843,2,84
179,"[Mobil Baru] Promo Dp mulai 9juta, Honda HRV S,HRV E, HRV SE","Kebayoran Lama, Jakarta Selatan",2025,383900000,Jakarta Selatan,Honda,Hrv,2023-2027,0,383900000,2,86
180,Mazda CX-3 CX3 CX 3 Sport 1.5 Sunroof Facelift AT 2024 Like New Low KM,"Kebayoran Baru, Jakarta Selatan",2024,321000000,Jakarta Selatan,Mazda,Cx-3,2023-2027,1,288900000,5,51
181,Toyota Corolla 1997 Bensin,"Kebayoran Lama, Jakarta Selatan",1997,38000000,Jakarta Selatan,Toyota,Corolla,1993-1997,28,1988721,10,44
182,[ SUNROOF ] Mitsubishi Pajero 2.4 Sport Dakar 4x2 AT Putih 2021/2022,"Kebayoran Baru, Jakarta Selatan",2021,466000000,Jakarta Selatan,Mitsubishi,Pajero,2018-2022,4,305742600,7,119
183,TOYOTA INNOVA VENTURER 2017 2.0 AT BENSIN KM.68RB & PAJAK PANJANG#F7ST,"Kebayoran Lama, Jakarta Selatan",2017,278000000,Jakarta Selatan,Toyota,Toyota,2013-2017,8,119669884,10,148
184,TOYOTA INNOVA VENTURER 2017 2.0 AT BENSIN KM.68RB & PAJAK PANJANG#F7ST,"Pesanggrahan, Jakarta Selatan",2017,278000000,Jakarta Selatan,Toyota,Toyota,2013-2017,8,119669884,10,148
185,Nissan Livina X Gear Matic 2011 Istimewa,"Cilandak, Jakarta Selatan",2011,73900000,Jakarta Selatan,Nissan,Livina,2008-2012,14,16905950,8,103
186,TOYOTA RAIZE GR 2021 TSS TWO TONE 1.0 TURBO LOW KM.34RB PJK PJG#F7ST,"Kebayoran Lama, Jakarta Selatan",2021,189000000,Jakarta Selatan,Toyota,Toyota,2018-2022,4,124002900,10,148
187,[OLXMOBBI] Low Angs Toyota Agya 1.2 G TRD Sportivo Bensin-MT 2018 FBB,"Kramat Jati, Jakarta Timur",2018,103000000,Jakarta Timur,Toyota,Agya,2018-2022,7,49264581,10,17
188,[OLXMOBBI] Low Angs Honda BR-V 1.5 S Bensin-MT 2019 9JR,"Kramat Jati, Jakarta Timur",2019,161000000,Jakarta Timur,Honda,Br-V,2018-2022,6,85562001,2,30
189,[OLXMOBBI] Low Angs Daihatsu Rocky 1.2 X Bensin-MT 2024 FBN,"Kramat Jati, Jakarta Timur",2024,169000000,Jakarta Timur,Daihatsu,Rocky,2023-2027,1,152100000,1,123
190,[OLXMOBBI] Toyota Rush 1.5 TRD Sportivo Ultimo Bensin-AT 2016 ABK,"Kramat Jati, Jakarta Timur",2016,160000000,Jakarta Timur,Toyota,Rush,2013-2017,9,61987278,10,124
191,[AWD 4x4] Hyundai Palisade 2.2D Signature Diesel AT Black 2023/2024,"Kebayoran Baru, Jakarta Selatan",2023,878000000,Jakarta Selatan,Hyundai,Palisade,2023-2027,2,711180000,3,120
192,Jual Honda BRV Prestige 2022 Automatic Hitam,"Cilandak, Jakarta Selatan",2022,239000000,Jakarta Selatan,Honda,Brv,2018-2022,3,174231000,2,32
193,TOYOTA INNOVA VENTURER 2017 2.0 AT BENSIN KM.68RB & PAJAK PANJANG #F2S,"Cilandak, Jakarta Selatan",2017,278000000,Jakarta Selatan,Toyota,Toyota,2013-2017,8,119669884,10,148
194,TOYOTA RAIZE GR 2021 TSS TWO TONE 1.0 TURBO LOW KM.34RB PJK PJG#F7ST,"Pesanggrahan, Jakarta Selatan",2021,189000000,Jakarta Selatan,Toyota,Toyota,2018-2022,4,124002900,10,148
195,MAZDA CX5 GT 2018 PUTIH,"Kebayoran Baru, Jakarta Selatan",2018,317000000,Jakarta Selatan,Mazda,Mazda,2018-2022,7,151620117,5,109
196,Toyota Alphard 2015 Bensin,"Cilandak, Jakarta Selatan",2015,500000000,Jakarta Selatan,Toyota,Alphard,2013-2017,10,174339220,10,21
197,Honda All New HRV 1.5 RS Turbo NIK 2022 Tgn 1 Dr Br Panoramic Roof Gra,"Cilandak, Jakarta Selatan",2022,360000000,Jakarta Selatan,Honda,All,2018-2022,3,262440000,2,19
198,[LOW KM 9RB] Suzuki Grand Vitara GX Hyrbid 1.5 AT Hitam 2024/2025,"Cilandak, Jakarta Selatan",2024,300000000,Jakarta Selatan,Suzuki,Grand,2023-2027,1,270000000,9,78
199,[OLXMOBBI] Low Angs Wuling Cortez 1.8 C Luxury Plus-AT 2018 BZS,"Kramat Jati, Jakarta Timur",2018,147000000,Jakarta Timur,Wuling,Cortez,2018-2022,7,70309644,11,46
200,[OLXMOBBI] Low Angs Toyota Agya 1.0 G TRD Sportivo Bensin-MT 2017 VKR,"Kramat Jati, Jakarta Timur",2017,96000000,Jakarta Timur,Toyota,Agya,2013-2017,8,41324852,10,17
201,[OLXMOBBI] Low Angs Daihatsu Ayla 1.0 X Bensin-MT 2022 4UQ,"Kramat Jati, Jakarta Timur",2022,96000000,Jakarta Timur,Daihatsu,Ayla,2018-2022,3,69984000,1,25
202,[OLXMOBBI] Low Angs Toyota Avanza 1.3 Veloz Bensin-MT 2021 4BU,"Kramat Jati, Jakarta Timur",2021,181000000,Jakarta Timur,Toyota,Avanza,2018-2022,4,118754100,10,24
203,Daihatsu TERIOS R 1.5  AT 2021 Perak Premium Condition - B1433VOS,"Medan Satria, Bekasi Kota",2021,205000000,Bekasi Kota,Daihatsu,Terios,2018-2022,4,134500500,1,145
204,Toyota Innova 2.0 G AT Dual VVT-i NIK 2018 Silver On Brown Full Origi,"Pesanggrahan, Jakarta Selatan",2018,235000000,Jakarta Selatan,Toyota,Innova,2018-2022,7,112399772,10,90
205,Facelift Honda HR-V 1.5 SE AT NIK 2023,"Kebayoran Baru, Jakarta Selatan",2023,325000000,Jakarta Selatan,Honda,Hr-V,2023-2027,2,263250000,2,85
206,Nissan Teana 2.5 XV 2013 Low KM,"Cilandak, Jakarta Selatan",2013,139000000,Jakarta Selatan,Nissan,Teana,2013-2017,12,39257706,8,144
207,FREE BANYAK Suzuki XL7 1.5 Beta AT 2020,"Cilandak, Jakarta Selatan",2020,182000000,Jakarta Selatan,Suzuki,Xl7,2018-2022,5,107469180,9,166
208,"[Dp 5,9 Jt]Hyundai Creta 1.5 Style Wagon AT 2022 Putih","Pesanggrahan, Jakarta Selatan",2022,229000000,Jakarta Selatan,Hyundai,Creta,2018-2022,3,166941000,3,48
209,[OLXMOBBI] Low Angs Toyota Raize 1.0 G One Tone Bensin-MT 2021 TRV,"Kramat Jati, Jakarta Timur",2021,176000000,Jakarta Timur,Toyota,Raize,2018-2022,4,115473600,10,122
210,[OLXMOBBI] Low Angs Honda Civic Hatchback 1.5 S Bensin-AT 2018 KMW,"Kramat Jati, Jakarta Timur",2018,336000000,Jakarta Timur,Honda,Civic,2018-2022,7,160707758,2,40
211,[OLXMOBBI] Low Angs Daihatsu Xenia 1.5 R Deluxe Bensin-MT 2021 SRZ,"Kramat Jati, Jakarta Timur",2021,176000000,Jakarta Timur,Daihatsu,Xenia,2018-2022,4,115473600,1,164
212,[OLXMOBBI] Low Angs Mazda Biante 2.0 Skyactiv-AT 2015 NTE,"Kramat Jati, Jakarta Timur",2015,153000000,Jakarta Timur,Mazda,Biante,2013-2017,10,53347801,5,28
213,Toyota Yaris E AT th 2013 #istana jaya motor,"Kebayoran Baru, Jakarta Selatan",2013,113000000,Jakarta Selatan,Toyota,Yaris,2013-2017,12,31914538,10,169
214,BMW 740Li pure excelent 2017,"Cilandak, Jakarta Selatan",2017,695000000,Jakarta Selatan,BMW,740Li,2013-2017,8,299174711,0,14
215,Toyota Avanza G 2013 AT 1.3 matic automatic mulus putih,"Pasar Minggu, Jakarta Selatan",2013,109500000,Jakarta Selatan,Toyota,Avanza,2013-2017,12,30926034,10,24
216,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black 2022/2023,"Kebayoran Lama, Jakarta Selatan",2022,1023000000,Jakarta Selatan,Toyota,Alphard,2018-2022,3,745767000,10,21
217,Toyota Sienta V AT th 2017 #istana jaya motor,"Kebayoran Baru, Jakarta Selatan",2017,152000000,Jakarta Selatan,Toyota,Sienta,2013-2017,8,65431016,10,131
218,BMW M2 Coupe AT,"Kebayoran Baru, Jakarta Selatan",2024,450000000,Jakarta Selatan,BMW,M2,2023-2027,1,405000000,0,104
219,ISTIMEWA Honda HR-V 1.5 SE AT NIK 2020 Grey,"Kebayoran Lama, Jakarta Selatan",2020,225000000,Jakarta Selatan,Honda,Hr-V,2018-2022,5,132860250,2,85
220,[OLXMOBBI] Low Angs Daihatsu Xenia 1.3 R Deluxe Bensin-AT 2015 4LU,"Kramat Jati, Jakarta Timur",2015,111000000,Jakarta Timur,Daihatsu,Xenia,2013-2017,10,38703307,1,164
221,[OLXMOBBI] Low Angs Daihatsu Sirion 1.3 Bensin-MT 2018 CYK,"Pulo Gadung, Jakarta Timur",2018,124000000,Jakarta Timur,Daihatsu,Sirion,2018-2022,7,59308816,1,133
222,[OLXMOBBI] Low Angs Honda Brio 1.2 RS Bensin-AT 2020 SRA,"Kramat Jati, Jakarta Timur",2020,175000000,Jakarta Timur,Honda,Brio,2018-2022,5,103335750,2,31
223,[OLXMOBBI] Low Angs Daihatsu Sigra 1.2 R Bensin-MT 2022 RKW,"Pulo Gadung, Jakarta Timur",2022,129000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,3,94041000,1,132
224,Mercedes Benz GLS 450 GLS450 AMG 2024 Hitam B2661TJB Mercy Nik 2023,"Kebayoran Baru, Jakarta Selatan",2024,1995000000,Jakarta Selatan,Mercedes,Benz,2023-2027,1,1795500000,6,27
225,KM Low Hyundai Santa Fe XG Diesel 2020 Panoramic #BJM1#,"Gading Serpong, Tangerang Kota",2020,398000000,Tangerang Kota,Hyundai,Santa,2018-2022,5,235015020,3,127
226,[ KM ANTIK 8K ] Mazda CX5 CX 5 AWD 2.5 Sunroof BOSE AT Merah 2023/2024,"Kebayoran Lama, Jakarta Selatan",2023,537000000,Jakarta Selatan,Mazda,Cx5,2023-2027,2,434970000,5,57
227,"[Dp 7,9 Jt] Toyota Sienta 1.5 G MPV AT Putih","Cilandak, Jakarta Selatan",2017,149000000,Jakarta Selatan,Toyota,Sienta,2013-2017,8,64139614,10,131
228,[LOW KM] Mercedes Benz GLC200 Night Edition AMGLine AT Hitam 2022 2023,"Kebayoran Baru, Jakarta Selatan",2022,815000000,Jakarta Selatan,Mercedes,Benz,2018-2022,3,594135000,6,27
229,HONDA BR-V PRESTIGE 1.5L CVT TAHUN 2023,"Cilandak, Jakarta Selatan",2023,237000000,Jakarta Selatan,Honda,Honda,2023-2027,2,191970000,2,84
230,Toyota Sienta 1.5 Q CVT 2017 KM70Rbuan TGN 1 BEBAS LAKA BANJIR,"Kebayoran Baru, Jakarta Selatan",2017,160000000,Jakarta Selatan,Toyota,Sienta,2013-2017,8,68874754,10,131
231,Mercedes-Benz CLS 400 AMGLINE Last Edition (W18) 2016,"Cilandak, Jakarta Selatan",2016,587000000,Jakarta Selatan,Mercedes,-Benz,2013-2017,9,227415827,6,1
232,Honda HRV SE AT th 2020 #istana jaya motor,"Kebayoran Baru, Jakarta Selatan",2020,225000000,Jakarta Selatan,Honda,Hrv,2018-2022,5,132860250,2,86
233,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT 2022/2023,"Kebayoran Baru, Jakarta Selatan",2022,1017000000,Jakarta Selatan,Toyota,Alphard,2018-2022,3,741393000,10,21
234,"[ LOW KM 9RB ] Suzuki Grand Vitara GX Hyrbid 1,5 AT Hitam 2024/2025","Pancoran, Jakarta Selatan",2024,300000000,Jakarta Selatan,Suzuki,Grand,2023-2027,1,270000000,9,78
235,[OLXMOBBI] DP Rendah Toyota Sienta 1.5 G Bensin-AT 2018 ESYSTS,"Kramat Jati, Jakarta Timur",2018,153000000,Jakarta Timur,Toyota,Sienta,2018-2022,7,73179426,10,131
236,[OLXMOBBI] DP Rendah Daihatsu Xenia 1.5 R Deluxe Bensin-AT 2019 TSYSJS,"Kramat Jati, Jakarta Timur",2019,162000000,Jakarta Timur,Daihatsu,Xenia,2018-2022,6,86093442,1,164
237,[OLXMOBBI] DP Rendah Daihatsu Sigra 1.2 R Bensin-AT 2022 USZSVS,"Kramat Jati, Jakarta Timur",2022,139000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,3,101331000,1,132
238,[OLXMOBBI] DP Rendah Honda HR-V 1.5 S Bensin-AT 2021 8SDSWS,"Kramat Jati, Jakarta Timur",2021,266000000,Jakarta Timur,Honda,Hr-V,2018-2022,4,174522600,2,85
239,[Mobil Baru] Promo Suzuki Grand Vitara,"Pancoran, Jakarta Selatan",2025,341000000,Jakarta Selatan,Suzuki,Grand,2023-2027,0,341000000,9,78
240,[ TANGAN PERTAMA ] Suzuki Ertiga Sport 1.5 SS Hybrid AT Abu 2022 2023,"Pasar Minggu, Jakarta Selatan",2022,202000000,Jakarta Selatan,Suzuki,Ertiga,2018-2022,3,147258000,9,66
241,TOYOTA CAMRY V 2022 / 2021 2.5 FACELIFT SUNROOF KM.21RB#F5ST,"Cilandak, Jakarta Selatan",2021,435000000,Jakarta Selatan,Toyota,Toyota,2018-2022,4,285403500,10,148
242,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT White 2022/2023,"Kebayoran Lama, Jakarta Selatan",2022,1036000000,Jakarta Selatan,Toyota,Alphard,2018-2022,3,755244000,10,21
243,[ TSS ] Toyota Alphard 2.5 G ATPM Pilot Seat White On Beige 2023/2024,"Kebayoran Lama, Jakarta Selatan",2023,1025000000,Jakarta Selatan,Toyota,Alphard,2023-2027,2,830250000,10,21
244,HONDA ACCORD VTIL 2.4 AT 2015/2014 ACCORD VTI-L,"Kebayoran Lama, Jakarta Selatan",2015,213000000,Jakarta Selatan,Honda,Honda,2013-2017,10,74268508,2,84
245,Suzuki XL7 Beta AT th 2020 #istana jaya motor,"Kebayoran Baru, Jakarta Selatan",2020,182000000,Jakarta Selatan,Suzuki,Xl7,2018-2022,5,107469180,9,166
246,HRV SE SENSING 1.5 TURBO 2022/2023 HONDA HR-V,"Pasar Minggu, Jakarta Selatan",2022,310000000,Jakarta Selatan,Honda,Hrv,2018-2022,3,225990000,2,86
247,[PAJAK PANJANG] Toyota Alphard 2.5 G ATPM Black on Beige AT 2015/2016,"Cilandak, Jakarta Selatan",2015,450000000,Jakarta Selatan,Toyota,Alphard,2013-2017,10,156905298,10,21
248,[OLXMOBBI] DP Rendah Toyota Sienta 1.5 V Bensin-AT 2017 FSZSWS,"Kramat Jati, Jakarta Timur",2017,163000000,Jakarta Timur,Toyota,Sienta,2013-2017,8,70166155,10,131
249,[OLXMOBBI] DP Rendah Honda HR-V 1.5 E Bensin-AT 2015 TSFSAS,"Kramat Jati, Jakarta Timur",2015,175000000,Jakarta Timur,Honda,Hr-V,2013-2017,10,61018727,2,85
250,[OLXMOBBI] DP Rendah Nissan Livina 1.5 New VL Bensin-AT 2019 ESRSTS,"Kramat Jati, Jakarta Timur",2019,178000000,Jakarta Timur,Nissan,Livina,2018-2022,6,94596498,8,103
251,[OLXMOBBI] Low Angs Toyota Sienta 1.5 V Bensin-AT 2017 BZH,"Pulo Gadung, Jakarta Timur",2017,173000000,Jakarta Timur,Toyota,Sienta,2013-2017,8,74470827,10,131
252,"Jual Milik Pribadi,Mitsubishi Xpander New Ultimate 2022 AT,","Cilandak, Jakarta Selatan",2022,250000000,Jakarta Selatan,Mitsubishi,Xpander,2018-2022,3,182250000,7,167
253,2018 Mazda CX-3 KM: 57ribu Tipe GT Sunroof. Service Mazda.,"Cilandak, Jakarta Selatan",2018,235000000,Jakarta Selatan,Mazda,Cx-3,2018-2022,7,112399772,5,51
254,Toyota Raize 1.0 GR Sport 2021 KM52Rbuan Kuning TGN 1 Matic NO LAKABAN,"Kebayoran Baru, Jakarta Selatan",2021,185000000,Jakarta Selatan,Toyota,Raize,2018-2022,4,121378500,10,122
255,[LOW KM] Toyota Vellfire Z 2.4 Golden Eye CBU AT Hitam 2014/2015,"Pasar Minggu, Jakarta Selatan",2014,308000000,Jakarta Selatan,Toyota,Vellfire,2013-2017,11,96653664,10,150
256,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black 2022/2023,"Kebayoran Lama, Jakarta Selatan",2022,1017000000,Jakarta Selatan,Toyota,Alphard,2018-2022,3,741393000,10,21
257,[ PAJAKPANJANG ] Toyota Alphard 2.5 G ATPM Black on Beige AT 2015/2016,"Kebayoran Baru, Jakarta Selatan",2015,450000000,Jakarta Selatan,Toyota,Alphard,2013-2017,10,156905298,10,21
258,Wuling Air Ev Long range AT 2022,"Cilandak, Jakarta Selatan",2022,187000000,Jakarta Selatan,Wuling,Air,2018-2022,3,136323000,11,18
259,Honda Jazz 2019 Bensin,"Cilandak, Jakarta Selatan",2019,220000000,Jakarta Selatan,Honda,Jazz,2018-2022,6,116917020,2,93
260,Nissan Grand Livina XV Tahun 2007 Automatic Abu abu Metalik,"Kebayoran Baru, Jakarta Selatan",2007,69000000,Jakarta Selatan,Nissan,Grand,2003-2007,18,10356530,8,78
261,[OLXMOBBI] DP Rendah Toyota Yaris 1.5 S Bensin-AT 2021 KSZSGS,"Kramat Jati, Jakarta Timur",2021,237000000,Jakarta Timur,Toyota,Yaris,2018-2022,4,155495700,10,169
262,[OLXMOBBI] Low Angs Nissan Grand livina 1.5 XV Bensin-AT 2018 TVI,"Kramat Jati, Jakarta Timur",2018,124000000,Jakarta Timur,Nissan,Grand,2018-2022,7,59308816,8,78
263,[OLXMOBBI] Low Angs Honda CR-V 1.5 Turbo Prestige Bensin-AT 2019 PJO,"Pulo Gadung, Jakarta Timur",2019,338000000,Jakarta Timur,Honda,Cr-V,2018-2022,6,179627058,2,47
264,[OLXMOBBI] Low Angs Toyota Yaris 1.5 TRD Sportivo Bensin-MT 2013 7KO,"Kramat Jati, Jakarta Timur",2013,128000000,Jakarta Timur,Toyota,Yaris,2013-2017,12,36150981,10,169
265,Mercedes benz C200 AMG Final Edition - 2021 - [16.184]Low Km,"Jakarta Selatan, Jakarta D.K.I.",2021,620000000,Jakarta D.K.I.,Mercedes,Benz,2018-2022,4,406782000,6,27
266,Mercedes Benz C300  W206 AMG M254 EQ-Boost 2022 / 2023,"Kebayoran Baru, Jakarta Selatan",2023,845000000,Jakarta Selatan,Mercedes,Benz,2023-2027,2,684450000,6,27
